Box,Section,x,y,type, poly,edge(EDI),altitude(m),aspect,northness,habitat type,soil type
C17,C,446429.72,206609.76,G,1560.39,11.0756,86.5851,173.372,-0.993316478,5,3
MP39,MP,448481.72,207255.76,G,1561.14,41.8287,66.0553,60.6858,0.489598568,3,3
C55,C,446567.33,206870.71,G,1563.31,74.2613,100.562,239.233,-0.511548055,5,2
CP5A,CP,446402.33,209265.71,G,1563.95,76.4974,78.7113,195.022,-0.965826376,4,3
CP20,CP,446475.33,208953.71,G,1565.86,222.469,96.8273,301.815,0.527178279,4,2
C32,C,446322.72,206657.76,G,1567.62,81.8824,90.5568,160.225,-0.941028482,5,3
W100,W,445358.33,209039.71,G,1568.7,93.8364,69.0097,288.833,0.322810873,5,3
MP41,MP,448487.72,207218.76,G,1569.9,60.0778,66.2083,74.4991,0.267253513,3,3
W12,W,446105.33,209157.71,G,1572.27,268.036,87.9321,55.695,0.563598137,5,3
B187,B,447750.36,207960.42,G,1572.57,79.7413,81.765,94.9767,-0.086750621,5,3
MP17,MP,448199.72,207658.76,G,1575.49,10.1119,76.4912,35.7647,0.811424058,3,3
MP63,MP,448567.72,206970.76,G,1577.6,49.2503,65.5222,67.7368,0.378861837,3,3
C8,C,446240.33,206637.71,G,1578.18,46.2195,90.21,181.506,-0.999654578,5,3
CP9,CP,446486.33,209112.71,G,1583.08,183.764,84.2943,352.414,0.991247827,4,3
MP55,MP,448598.34,207079.41,G,1585.33,5.51485,63.0996,125.207,-0.576532145,3,3
MP33,MP,448440.72,207343.76,G,1588.16,19.8219,67.556,95.9504,-0.103667483,3,3
B227,B,447763.72,208100.76,G,1597.35,5.99261,76.8308,33.3466,0.835360552,5,3
W96,W,445493.33,209137.71,G,1599.14,134.353,71.7151,337.273,0.922356133,5,3
W54,W,446073.33,209473.71,G,1599.58,31.0737,64.0516,273.721,0.064898059,5,3
B229,B,447883.72,207856.76,G,1600.37,130.254,79.8533,49.875,0.644457328,5,3
MP64,MP,448605.72,206956.76,G,1602.68,13.9881,63.636,80.6565,0.162353013,3,3
B100,B,447811.72,207581.76,G,1606.71,66.2956,106.99,65.6889,0.411690918,5,2
C46,C,446606.33,206916.71,G,1606.91,23.4793,107.054,239.348,-0.509822391,5,2
B89,B,447775.72,207982.76,G,1610.22,83.5491,79.624,107.332,-0.297908067,5,3
MP35,MP,448422.72,207277.76,G,1614.5,82.988,68.8394,91.9596,-0.034194805,3,3
B213,B,447605.72,207765.76,G,1618.92,116.794,107.651,11.7232,0.979140618,5,2
MP24,MP,448356.72,207411.76,G,1619.04,37.9568,73.5656,125.197,-0.57638953,3,3
MP49,MP,448489.72,207134.76,G,1620.28,105.635,68.2256,54.3933,0.582218048,3,3
B79,B,447443.72,207758.76,G,1620.97,104.775,114.322,40.4967,0.76044337,5,1
C53,C,446554.72,206813.76,G,1621.21,27.8326,97.0233,251.293,-0.320728712,5,3
B192,B,447817.72,208064.76,G,1623.48,5.64377,75.2568,68.0284,0.374146967,5,3
W93,W,445509.33,209146.71,G,1627.55,126.239,72.0362,332.381,0.886049896,5,3
B127,B,447741.72,207722.76,G,1628.1,192.257,102.691,17.9741,0.951196107,5,2
B161,B,447430.72,207645.76,G,1630.96,217.747,122.371,351.243,0.988342918,5,2
B22,B,447949.72,207797.76,G,1632.8,74.1438,78.1468,53.7281,0.59161785,3,3
CP18,CP,446459.33,209073.71,G,1633.7,231.005,89.3118,5.66443,0.995117037,4,3
B162,B,447425.72,207600.76,G,1636.54,256.408,126.417,9.30122,0.986852275,5,1
CP24,CP,446437.33,208955.71,G,1639.83,257.419,96.0254,154.876,-0.905391031,4,2
C129,C,446375.72,206747.76,G,1640.72,114.028,94.3742,145.64,-0.825507719,5,3
W43,W,445941.33,209362.71,G,1641.47,98.5129,68.0641,357.053,0.99867752,5,3
O58,O,445427.72,207495.76,G,1644.17,98.4563,91.6145,164.767,-0.964865324,4,3
C34A,C,446323.72,206802.76,G,1644.55,124.07,99.7687,138.557,-0.749614549,5,3
B158,B,447532.72,207680.76,G,1646.07,182.973,119.098,16.2742,0.959931577,5,2
O26,O,445161.72,207857.76,G,1646.27,22.1073,109.155,144.048,-0.809509132,5,3
CP4,CP,446433.33,209284.71,G,1646.88,50.3717,77.019,354.101,0.994704611,4,3
B176,B,447668.72,207668.76,G,1648,231.987,113.391,37.7359,0.790840211,5,2
O22,O,445238.72,207974.76,G,1651.79,24.3832,116.446,214.277,-0.826324442,2,3
SW72,SW,447082.33,207381.71,G,1661.31,89.09,144.322,9.91233,0.985072304,3,1
C134,C,446305.72,206735.76,G,1668.17,151.087,96.5506,157.807,-0.92591674,5,3
C102,C,446317.72,206904.76,G,1670.1,89.4837,107.61,149.269,-0.859575915,5,3
CP35,CP,446634.33,208808.71,G,1670.36,52.4041,108.846,23.629,0.916159977,4,2
B24,B,447850.72,207818.76,G,1670.92,151.785,86.645,39.0743,0.776329218,5,3
C16,C,446388.72,206621.76,G,1681.22,23.4223,87.3053,186.732,-0.993105333,5,3
CP27,CP,446549.33,208969.71,G,1690.79,164.396,99.9856,341.171,0.946486026,4,2
SW67,SW,446997.33,207305.71,G,1696.7,11.7994,145.114,279.514,0.165288596,3,1
B111,B,447749.72,207600.76,G,1697.37,131.394,112.968,55.6827,0.563775457,5,2
B180,B,447479.72,207788.76,G,1704.83,76.0304,111.899,13.9552,0.97048459,5,2
CP6,CP,446499.33,209263.71,G,1706.03,52.3005,76.4745,74.8319,0.261651855,4,3
SW64,SW,447007.33,207379.71,G,1707.88,90.6676,144.304,216.096,-0.808031016,3,1
CP3,CP,446370.33,209284.71,G,1709.06,57.7538,77.2223,6.61902,0.993334556,4,3
SW75,SW,447124.33,207330.71,G,1710.42,30.4248,146,11.6355,0.979450475,3,1
W64,W,445682.33,209306.71,G,1712.16,68.5475,68.5749,343.808,0.960332631,5,3
W13,W,446119.33,209148.71,G,1715.82,265.524,87.7266,20.4217,0.937149905,5,3
W52,W,445820.33,209385.71,G,1721.2,43.3431,63.8398,10.447,0.983423059,5,3
C34,C,446319.53,206759.73,G,1723.43,146.511,97.4129,148.761,-0.855011452,5,3
SW129,SW,446172.33,207563.71,G,1728.41,256.818,117.411,316.269,0.722593237,2,2
O46,O,445334.72,207897.76,G,1729.59,141.538,113.776,184.847,-0.996423883,2,3
SW71,SW,447051.33,207418.71,G,1733.21,126.283,142.477,9.7115,0.985669631,3,1
B91,B,447964.72,207749.76,G,1734.59,21.5668,80.1343,47.2338,0.679008343,3,3
W95,W,445509.33,209118.71,G,1735.44,153.999,76.6582,331.41,0.87806651,5,3
B163,B,447469.72,207578.76,G,1737.5,225.213,126.88,135.911,-0.71825989,5,1
MP34,MP,448488.72,207295.76,G,1741.2,13.4974,65.4708,75.92,0.243276448,3,3
C133,C,446346.72,206709.76,G,1744.74,123.91,92.7292,171.976,-0.990209685,5,3
MP32,MP,448413.72,207330.76,G,1745.46,52.3862,69.1775,94.1742,-0.072789104,3,3
MP84,MP,448290.72,207471.76,G,1749.6,12.4457,78.7417,92.398,-0.041840778,3,3
W4A,W,446240.33,209195.71,G,1751.45,164.758,82.3218,341.174,0.946502923,5,3
W40,W,446045.33,209413.76,G,1751.5,75.8168,66.4243,4.19902,0.99731573,5,3
C45,C,446597.72,206945.76,G,1753.94,16.653,108.475,219.096,-0.776090435,5,2
W59,W,445913.33,209353.71,G,1754.71,103.358,68.0441,328.875,0.856041623,5,3
B53,B,447587.72,207675.76,G,1754.82,193.478,117.041,41.1489,0.75300207,5,2
B218,B,447705.72,207763.76,G,1757.07,178.024,100.364,39.6298,0.770181609,5,2
B63,B,447403.72,207584.76,G,1771.79,262.209,128.123,354.613,0.995583291,5,1
B137,B,447627.72,207477.76,G,1775.98,84.3006,129.534,56.2,0.556295616,5,1
B121,B,447972.72,207792.76,G,1777.63,62.4466,77.4597,49.7771,0.64576291,3,3
B60,B,447455.72,207705.76,G,1778.99,157.789,118.538,347.99,0.978111298,5,2
C33,C,446313.72,206692.76,G,1786.23,118.05,93.0168,161.3,-0.947210278,5,3
O43,O,445377.72,207909.76,G,1788.01,176.816,115.53,189.856,-0.985241068,2,2
MP62,MP,448542.72,206988.76,G,1789.39,75.1319,66.6941,60.1247,0.498113977,3,3
MP71,MP,448536.72,206873.76,G,1789.98,0.392277,68.5741,90.495,-0.008639272,3,3
B189,B,447754.72,208029.76,G,1790.05,34.9235,80.1785,73.8901,0.27748066,5,3
B98,B,447876.72,207609.76,G,1796.61,14.8585,97.1725,58.6628,0.52007377,5,3
CP5,CP,446449.33,209244.71,G,1797.05,93.1683,79.1201,41.5483,0.74839687,4,3
W55,W,446057.33,209470.71,G,1808.42,25.6962,64.1713,270.525,0.00916285,5,3
B226,B,447840.72,208003.76,G,1808.57,13.7375,75.4337,86.9205,0.053721541,5,3
CP7,CP,446544.33,209240.71,G,1810.57,41.1062,76.4642,225.002,-0.707082098,4,3
C49,C,446609.33,206852.71,G,1817.27,23.8028,104.051,254.13,-0.273455615,5,2
C56,C,446528.33,206888.71,G,1818.8,111.654,98.6817,214.293,-0.826167136,5,2
C160B,C,446353.33,207072.76,G,1819.1,5.21278,118.263,164.218,-0.962303485,5,2
C35,C,446390.33,206939.71,G,1820.67,126.845,107.873,147.706,-0.845317786,5,3
C152,C,446535.33,206798.71,G,1826.22,21.2724,95.6553,248.427,-0.367686365,5,3
B225,B,447796.72,207941.76,G,1826.88,86.7387,78.7682,70.3549,0.336193,5,3
W39,W,445981.33,209386.71,G,1828.86,82.6912,67.257,354.524,0.995436259,5,3
MP13,MP,448119.72,207736.81,G,1829.56,20.9569,75.2677,33.9607,0.829420936,3,3
B97,B,447845.72,207605.76,G,1833.35,41.6843,100.244,52.5743,0.607732113,5,3
O34,O,445302.72,207803.76,G,1834.15,127.669,101.803,218.718,-0.780233943,4,3
SW65,SW,447015.33,207352.76,G,1835.33,60.6181,145.852,72.3655,0.302943789,3,1
W36,W,446064.33,209374.71,G,1837.15,119.228,68.3721,6.52668,0.993519034,5,3
B10,B,447762.72,207546.76,G,1842.32,97.2329,115.701,53.4839,0.595048645,5,2
B182,B,447565.72,207801.76,G,1851.44,65.8058,105.962,115.913,-0.43700588,5,2
O57,O,445453.72,208114.76,G,1853.9,187.761,118.237,283.488,0.233241706,5,2
W60,W,445859.33,209421.71,G,1855.44,19.5668,62.8836,345.138,0.966546404,5,3
MP61,MP,448589.72,207010.76,G,1857.83,18.7617,63.6165,69.8958,0.343728533,3,3
W41,W,446030.33,209444.71,G,1858.31,35.6182,64.8605,8.02299,0.990212146,5,3
MP80,MP,448343.72,207270.76,G,1862.75,6.80402,77.3392,77.949,0.208782275,3,3
W3,W,446234.33,209164.71,G,1863.01,196.137,85.9212,321.048,0.777672907,5,3
B90,B,447801.72,208023.76,G,1867.19,36.5287,77.8638,91.0036,-0.017515229,5,3
MP34A,MP,448457.72,207302.76,G,1869.04,33.0539,66.6918,76.2031,0.238480914,3,3
W8,W,446167.33,209134.76,G,1870.58,249.886,88.5252,358.498,0.999656411,5,3
B190,B,447786.72,208094.76,G,1870.78,10.8904,75.426,52.8444,0.603981681,5,3
B175,B,447753.72,207473.76,G,1877.14,67.6621,121.276,36.2038,0.80692114,5,2
B211,B,447602.72,207704.76,G,1877.78,170.243,113.45,12.5083,0.976264643,5,2
CP37,CP,446661.33,208737.71,G,1878.64,74.2103,111.645,37.0607,0.79799749,4,1
C161,C,446247.33,206870.71,G,1888.35,21.339,108.136,168.11,-0.97854496,5,3
B78,B,447558.72,207725.76,G,1898.06,138.945,113.991,18.0078,0.951014439,5,2
CP15,CP,446368.33,209033.71,G,1898.24,310.681,93.1833,357.542,0.999079928,4,2
MP52,MP,448469.72,207074.76,G,1901.72,127.995,70.8166,87.4407,0.044653359,3,3
B168,B,447496.72,207427.76,G,1909.64,95.1567,136.335,28.1633,0.881605957,5,1
C51,C,446497.72,206774.76,G,1909.95,17.0246,94.0128,73.1365,0.290092601,5,3
MP91,MP,447955.72,207914.76,G,1911.13,80.1355,73.2151,23.1718,0.919329119,3,3
C39,C,446491.72,206960.76,G,1911.9,68.2149,101.542,208.242,-0.880956818,5,2
B164,B,447438.72,207559.76,G,1913.32,226.815,128.821,21.8861,0.927926714,2,1
B123,B,447860.72,207831.76,G,1916.56,154.117,83.941,48.3361,0.664759793,5,3
SW3,SW,446241.33,207876.76,G,1918.78,16.7175,141.443,177.151,-0.998763995,3,2
B216,B,447663.72,207776.76,G,1920.09,141.333,101.837,16.0093,0.961216943,5,2
O38,O,445313.72,207707.76,G,1927.28,145.811,97.4083,267.66,-0.040829352,4,3
W20,W,446229.33,209534.71,G,1932.1,15.4212,61.6121,334.559,0.903028122,5,3
SW50,SW,446720.33,207436.71,G,1934.63,83.5242,142.531,14.1153,0.969806927,5,1
C62,C,446256.33,206910.71,G,1937.51,24.4665,110.39,166.362,-0.971804835,5,3
MP50,MP,448460.2,207118.29,G,1942.2,115.569,70.6567,57.2423,0.541087494,3,3
O14,O,445451.72,208171.76,G,1945.68,159.606,114.304,272.784,0.048570849,5,2
C9,C,446110.33,206644.71,G,1946.43,14.8305,88.1964,241.384,-0.478937018,5,3
SW60,SW,446894.33,207300.71,G,1948.21,4.83299,144.015,270.536,0.009354828,3,1
CP12,CP,446356.33,209083.71,G,1950.04,262.049,90.5661,23.5423,0.916765438,4,3
W89,W,445514.33,209277.71,G,1951.32,4.18893,63.4341,355.036,0.996249263,5,3
O55,O,445366.72,207968.76,G,1975.04,157.598,120.21,252.756,-0.296441564,5,2
SW114,SW,446053.33,207204.71,G,1978.58,122.301,112.996,334.147,0.899915787,2,2
B183,B,447566.72,207850.76,G,1981.57,18.1189,103.275,26.4066,0.895660536,5,2
B199,B,447651.72,207728.76,G,1983.25,171.757,108.001,38.4372,0.783290004,5,2
O112,O,445957.33,207531.71,G,1984.19,403.242,100.02,252.099,-0.307373226,2,3
W31,W,446142.33,209424.71,G,1986.67,115.552,65.5937,303.279,0.548716442,5,3
MP85,MP,448279.72,207503.76,G,1996.82,18.0034,79.5168,78.8816,0.192837089,3,3
MP57,MP,448512.72,207064.76,G,1998.86,96.0614,68.2372,95.5077,-0.095979523,3,3
B191,B,447743.72,208050.76,G,2000.46,14.8896,80.2211,57.1491,0.542454733,5,3
C107,C,446221.72,206699.76,G,2000.73,94.0886,94.9833,177.108,-0.998726412,5,3
C143,C,446550.72,206989.76,G,2008.36,14.048,109.818,208.113,-0.882019974,5,2
SW38,SW,446503.33,207381.71,G,2008.53,7.82166,143,155.836,-0.912377498,3,1
MP2,MP,447995.72,207860.76,G,2012.09,40.1738,73.7403,79.3716,0.184438543,3,3
CP23,CP,446483.33,208902.71,G,2012.34,196.11,104.269,330.518,0.870510352,4,1
SW13,SW,446304.33,207572.71,G,2020.44,126.073,134.657,300.793,0.511937919,3,2
C109,C,446101.33,206667.71,G,2023.87,12.4358,88.7881,244.475,-0.430904883,5,3
CP19,CP,446504.33,208987.71,G,2030.11,212.519,95.9532,321.105,0.778297946,4,2
W42,W,445967.33,209346.71,G,2042.09,118.102,69.5465,5.59627,0.995233751,5,3
CP11,CP,446392.33,209100.71,G,2047.6,241.761,89.1004,23.5003,0.917057987,4,3
O18,O,445339.57,207980.91,G,2048.82,130.291,120.028,280.693,0.185546565,2,2
W57,W,445965.33,209415.71,G,2051.62,45.7578,65.3631,13.3278,0.973067138,5,3
CP32,CP,446578.33,208977.71,G,2052.5,142.454,99.5435,15.7426,0.962490286,4,2
W51A,W,445876.33,209386.71,G,2055.5,63.4194,65.3232,349.624,0.983647,5,3
P14,P,447153.33,207568.71,G,2060.84,192.931,131.553,347.942,0.977936632,2,1
C6,C,446262.72,206721.76,G,2074.04,116.818,96.4862,167.302,-0.975542217,5,3
O47,O,445308.72,207948.76,G,2093.94,100.868,118.071,197.583,-0.953280341,2,3
O1,O,445294.72,208013.76,G,2094.49,86.2697,118.231,319.675,0.762386042,2,3
MP67,MP,448468.72,207029.76,G,2101.7,129.882,71.6364,85.5944,0.076816478,3,3
O8,O,445208.72,208155.81,G,2104.38,11.3347,99.3287,334.261,0.90078163,5,3
W81,W,445606.33,209304.71,G,2106.93,26.7868,64.8967,324.062,0.809652565,5,3
B228,B,447919.72,207883.76,G,2108,110.244,76.0572,13.1931,0.973606396,5,3
MP83,MP,448302.72,207433.76,G,2113.65,7.92136,78.0895,104.717,-0.254044928,3,3
P13,P,447236.33,207462.71,G,2115.43,162.129,137.695,31.3847,0.853689895,2,1
EX91,EX,445759.33,207904.71,G,2120.53,264.12,130.054,182.365,-0.999148224,2,2
MP22,MP,448334.72,207501.76,G,2120.68,4.84895,74.4685,74.5717,0.266032279,3,3
MP42,MP,448447.72,207210.76,G,2122.14,100.509,68.1268,71.8225,0.311961841,3,3
C18,C,446427.72,206663.76,G,2124.48,35.5411,89.6732,174.126,-0.99474936,5,3
SW14,SW,446269.33,207542.71,G,2127.76,168.787,133.709,324.981,0.818961794,2,2
B207,B,447530.72,207839.76,G,2128.71,19.4175,105.544,40.5064,0.760333417,5,2
SW19,SW,446366.33,207552.71,G,2135.16,79.795,139.765,340.04,0.939931167,3,1
MP40,MP,448517.72,207253.76,G,2135.33,12.3365,64.291,70.0216,0.341665863,3,3
SW61,SW,446890.33,207348.71,G,2138.57,44.926,144.974,2.65977,0.998922704,3,1
MP23,MP,448366.72,207434.76,G,2139.76,19.0973,72.7639,110.452,-0.349422554,3,3
O25,O,445223.72,207860.76,G,2140.72,66.1919,106.693,201.514,-0.930327987,5,3
O2,O,445295.72,208068.76,G,2141.78,97.8094,112.9,355.066,0.996294433,2,3
W37,W,446046.33,209353.71,G,2148.45,132.242,69.7096,2.18672,0.999271787,5,3
O33,O,445289.33,207863.71,G,2148.57,125.973,109.634,187.686,-0.991015909,2,3
B206,B,447433.72,207666.81,G,2156.6,196.733,120.883,345.971,0.970173154,5,2
B212,B,447519.72,207746.76,G,2160.01,118.672,114.102,20.5768,0.936201925,5,2
C1,C,446340.33,206937.71,G,2166.44,116.584,109.258,172.35,-0.991099747,5,3
MP47,MP,448510.72,207193.76,G,2169.33,52.5231,65.6953,74.0934,0.274070002,3,3
W25,W,446156.33,209366.71,G,2170.54,129.714,68.3316,335.625,0.910863825,5,3
O87,O,445494.33,207677.71,G,2177.19,261.659,109.499,207.617,-0.886066078,2,2
W38,W,446005.33,209356.71,G,2180.7,118.185,68.8239,348.887,0.981248957,5,3
